Image,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
2098late4,0.021562658548959918,0.010908168442415017,0.00380517503805175,0.021055301877219684,0.0045662100456621,0.019533231861998984,0.005834601725012684,0.015728056823947234,0.018518518518518517,0.0030441400304414,0.015220700152207,0.01902587519025875,0.018518518518518517,0.018772196854388634,0.02054794520547945,0.0167427701674277,0.018518518518518517,0.02054794520547945,0.018772196854388634,0.016996448503297817,0.0043125317097919835,0.0027904616945712835,0.020040588533739218,0.013444951801116184,0.029173008625063418,0.02511415525114155,0.0025367833587011668,0.03576864535768645,0.023084728564180618,0.004058853373921867,0.019533231861998984,0.0010147133434804667,0.005580923389142567,0.0228310502283105,0.026128868594622018,0.0213089802130898,0.0213089802130898,0.0182648401826484,0.012683916793505834,0.01902587519025875,0.0228310502283105,0.0167427701674277,0.021562658548959918,0.020294266869609334,0.01750380517503805,0.020294266869609334,0.024099441907661084,0.00380517503805175,0.0050735667174023336,0.0197869101978691,0.0213089802130898,0.013444951801116184,0.018011161846778284,0.005580923389142567,0.014967021816336884,0.006341958396752917,0.0010147133434804667,0.025367833587011668,0.0,0.015728056823947234,0.017757483510908167,0.02054794520547945,0.015220700152207,0.016489091831557584
2076late6,0.01831451390801432,0.011842467639768659,0.003029468465987331,0.01101624896722666,0.00509501514734233,0.013357201872762325,0.004544202698980997,0.02285871660699532,0.019278435692646655,0.006609749380335995,0.018176810795923988,0.01776370145965299,0.017212889011291654,0.024786560176259985,0.017488295235472323,0.006747452492426329,0.01321949876067199,0.021343982374001653,0.021068576149820988,0.020242357477278986,0.0024786560176259984,0.004957312035251997,0.02506196640044065,0.009088405397961994,0.031947122004957314,0.014596529881575324,0.003855687138529331,0.016662076562930322,0.014321123657394658,0.0020655466813549986,0.024511153952079315,0.005370421371522997,0.00936381162214266,0.02327182594326632,0.017488295235472323,0.027265216193885982,0.01914073258055632,0.02891765353896998,0.015422748554117323,0.014596529881575324,0.012117873863949325,0.01955384191682732,0.022721013494904983,0.02093087303773065,0.024786560176259985,0.016662076562930322,0.025750481960892316,0.0019278435692646654,0.0024786560176259984,0.019691545028917654,0.01941613880473699,0.011567061415587993,0.024373450839988983,0.011842467639768659,0.013357201872762325,0.0037179840264389974,0.0016524373450839988,0.027953731754337647,0.0020655466813549986,0.024373450839988983,0.01955384191682732,0.024511153952079315,0.023547232167446985,0.021068576149820988
2144disease7,0.00860832137733142,0.03347680535628886,0.005738880918220947,0.02295552367288379,0.001912960306073649,0.01673840267814443,0.024390243902439025,0.009564801530368245,0.005738880918220947,0.03969392635102822,0.010521281683405069,0.01721664275466284,0.013390722142515544,0.01482544237207078,0.008130081300813009,0.016260162601626018,0.020086083213773313,0.013390722142515544,0.00430416068866571,0.011477761836441894,0.005738880918220947,0.034911525585844094,0.015781922525107604,0.022477283596365374,0.009086561453849833,0.013868962219033954,0.032520325203252036,0.0196078431372549,0.013868962219033954,0.015303682448589193,0.00860832137733142,0.05499760879961741,0.04160688665710186,0.00430416068866571,0.00860832137733142,0.0028694404591104736,0.001912960306073649,0.010999521759923482,0.010521281683405069,0.007173601147776184,0.05834528933524629,0.01291248206599713,0.007173601147776184,0.01673840267814443,0.009564801530368245,0.010521281683405069,0.010043041606886656,0.005738880918220947,0.015781922525107604,0.010521281683405069,0.010043041606886656,0.02295552367288379,0.008130081300813009,0.028216164514586323,0.04160688665710186,0.015303682448589193,0.003825920612147298,0.009086561453849833,0.042085126733620276,0.00430416068866571,0.009086561453849833,0.0052606408417025345,0.001912960306073649,0.007651841224294596
2076late5,0.018335273573923165,0.01178696158323632,0.004947613504074505,0.011641443538998836,0.007712456344586728,0.02168218859138533,0.005966239813736903,0.02168218859138533,0.015570430733410943,0.0034924330616996507,0.022846332945285215,0.0170256111757858,0.018626309662398137,0.018189755529685683,0.017753201396973225,0.016152502910360883,0.029540162980209547,0.019644935972060535,0.01571594877764843,0.017753201396973225,0.0037834691501746217,0.002619324796274738,0.021973224679860303,0.023282887077997673,0.027357392316647265,0.018335273573923165,0.003346915017462165,0.015279394644935973,0.01848079161816065,0.0027648428405122236,0.024447031431897557,0.004511059371362049,0.006984866123399301,0.022409778812572757,0.019062863795110595,0.018335273573923165,0.014551804423748545,0.020518044237485447,0.01571594877764843,0.016880093131548313,0.010477299185098952,0.025174621653084983,0.01979045401629802,0.027066356228172293,0.019935972060535507,0.02168218859138533,0.022264260768335275,0.003637951105937136,0.0034924330616996507,0.018335273573923165,0.02037252619324796,0.013242142025611177,0.021536670547147845,0.013824214202561117,0.010477299185098952,0.004220023282887078,0.0018917345750873108,0.02168218859138533,0.0016006984866123398,0.02037252619324796,0.024738067520372525,0.020081490104772993,0.01979045401629802,0.01760768335273574
2044ready5,0.019162065605716143,0.003247807729782397,0.014290354011042547,0.012666450146151347,0.000974342318934719,0.015264696329977265,0.008769080870412472,0.024033777200389735,0.015914257875933743,0.003897369275738876,0.03637544657356284,0.012341669373173108,0.014939915556999025,0.017538161740824943,0.03182851575186749,0.016563819421890225,0.016888600194868465,0.02078596947060734,0.015914257875933743,0.024033777200389735,0.005521273140630075,0.003247807729782397,0.021760311789542058,0.016563819421890225,0.017538161740824943,0.016239038648911984,0.0035725885027606367,0.008444300097434233,0.01071776550828191,0.007794738551477752,0.024683338746346217,0.035076323481649886,0.0022734654108476776,0.014939915556999025,0.025008119519324457,0.015589477102955504,0.009418642416368951,0.014290354011042547,0.014290354011042547,0.016239038648911984,0.02111075024358558,0.03572588502760637,0.018837284832737902,0.03052939265995453,0.025008119519324457,0.016563819421890225,0.016888600194868465,0.007469957778499512,0.008444300097434233,0.01071776550828191,0.03215329652484573,0.012991230919129588,0.027931146476128613,0.000974342318934719,0.004546930821695355,0.006495615459564794,0.004546930821695355,0.018837284832737902,0.0012991230919129587,0.026632023384215654,0.016563819421890225,0.01981162715167262,0.014939915556999025,0.012341669373173108
2039ready13,0.021394611727416798,0.004226096143687269,0.008188061278394084,0.01611199154780771,0.002377179080824089,0.02324352879027998,0.00792393026941363,0.018489170628631802,0.017960908610670893,0.004490227152667723,0.02033808769149498,0.021130480718436345,0.02033808769149498,0.01716851558372953,0.018489170628631802,0.021394611727416798,0.027205493924986793,0.018753301637612255,0.01716851558372953,0.021658742736397254,0.004226096143687269,0.006339144215530904,0.02033808769149498,0.02271526677231907,0.02641310089804543,0.021658742736397254,0.0071315372424722665,0.015583729529846805,0.021658742736397254,0.006339144215530904,0.021658742736397254,0.025620707871104067,0.002641310089804543,0.013998943475964079,0.024300052826201797,0.014527205493924987,0.009508716323296355,0.015055467511885896,0.01954569466455362,0.01954569466455362,0.019809825673534072,0.015055467511885896,0.01901743264659271,0.02456418383518225,0.016904384574749076,0.01611199154780771,0.017432646592709985,0.005282620179609086,0.003169572107765452,0.021922873745377706,0.017960908610670893,0.013998943475964079,0.017960908610670893,0.004490227152667723,0.0036978341257263604,0.006075013206550449,0.003169572107765452,0.023507659799260432,0.003169572107765452,0.01901743264659271,0.022187004754358162,0.01901743264659271,0.01347068145800317,0.026148969889064975
2039ready12,0.01695929768555467,0.0019952114924181963,0.0019952114924181963,0.008379888268156424,0.0015961691939345571,0.019553072625698324,0.006185155626496409,0.02314445331205108,0.013367916999201916,0.004389465283320032,0.02773343974461293,0.014964086193136472,0.017158818834796488,0.018954509177972863,0.02733439744612929,0.013367916999201916,0.034118116520351155,0.020750199521149242,0.018754988028731046,0.019553072625698324,0.0019952114924181963,0.00558659217877095,0.030925778132482044,0.030127693535514765,0.019752593774940142,0.019952114924181964,0.0045889864325618515,0.009577015163607342,0.01656025538707103,0.0031923383878691143,0.02114924181963288,0.025738228252194732,0.004389465283320032,0.020750199521149242,0.029329608938547486,0.017557861133280128,0.012569832402234637,0.01616121308858739,0.014166001596169193,0.014764565043894652,0.019752593774940142,0.023743016759776536,0.019752593774940142,0.03571428571428571,0.018555466879489224,0.025339185953711093,0.018355945730247406,0.0009976057462090981,0.0039904229848363925,0.015163607342378291,0.02713487629688747,0.01137270550678372,0.02055067837190742,0.0015961691939345571,0.0013966480446927375,0.004788507581803671,0.00019952114924181964,0.024940143655227454,0.0011971268954509178,0.022545889864325618,0.022944932162809257,0.015762170790103752,0.01695929768555467,0.018156424581005588
2038ready3,0.015912208504801097,0.003017832647462277,0.0024691358024691358,0.023593964334705075,0.0019204389574759945,0.020027434842249656,0.007407407407407408,0.023319615912208505,0.018381344307270234,0.005761316872427984,0.015363511659807956,0.023045267489711935,0.02880658436213992,0.019478737997256516,0.014814814814814815,0.023045267489711935,0.010150891632373114,0.023045267489711935,0.018381344307270234,0.02194787379972565,0.0019204389574759945,0.005761316872427984,0.014540466392318244,0.009876543209876543,0.020850480109739368,0.023868312757201648,0.007133058984910837,0.02962962962962963,0.020850480109739368,0.0049382716049382715,0.022770919067215362,0.031001371742112482,0.0032921810699588477,0.015089163237311385,0.018930041152263374,0.02030178326474623,0.018655692729766804,0.01646090534979424,0.011796982167352537,0.01728395061728395,0.019204389574759947,0.02139917695473251,0.02853223593964335,0.016186556927297667,0.023319615912208505,0.014540466392318244,0.02496570644718793,0.0027434842249657062,0.005761316872427984,0.01810699588477366,0.015089163237311385,0.010425240054869684,0.02139917695473251,0.003840877914951989,0.0016460905349794238,0.006584362139917695,0.0013717421124828531,0.022770919067215362,0.0032921810699588477,0.023593964334705075,0.0205761316872428,0.02139917695473251,0.019478737997256516,0.018930041152263374
2063ready6,0.020145379023883695,0.003115264797507788,0.011007268951194185,0.014537902388369679,0.0010384215991692627,0.0122533748701973,0.006438213914849429,0.020768431983385256,0.020768431983385256,0.009553478712357217,0.02596053997923157,0.017653167185877467,0.011630321910695742,0.02035306334371755,0.02596053997923157,0.007268951194184839,0.022222222222222223,0.017653167185877467,0.02201453790238837,0.02471443406022845,0.005607476635514018,0.007476635514018692,0.029698857736240914,0.01703011422637591,0.01806853582554517,0.01391484942886812,0.008722741433021807,0.006438213914849429,0.01142263759086189,0.003115264797507788,0.02201453790238837,0.02284527518172378,0.008515057113187955,0.013084112149532711,0.024299065420560748,0.020768431983385256,0.006230529595015576,0.01806853582554517,0.01474558670820353,0.018483904465212878,0.01889927310488058,0.03779854620976116,0.023468328141225337,0.02949117341640706,0.030529595015576325,0.02201453790238837,0.017860851505711317,0.004153686396677051,0.004569055036344756,0.012668743509865006,0.0284527518172378,0.009761163032191069,0.025129802699896158,0.0029075804776739354,0.0008307372793354102,0.005192107995846314,0.001869158878504673,0.01806853582554517,0.005815160955347871,0.020768431983385256,0.018691588785046728,0.022222222222222223,0.01391484942886812,0.019314641744548288
2144disease1,0.009900990099009901,0.046804680468046804,0.0036003600360036,0.027002700270027002,0.025202520252025202,0.018901890189018902,0.027002700270027002,0.0009000900090009,0.0063006300630063005,0.032403240324032405,0.009000900090009001,0.012601260126012601,0.017101710171017102,0.009900990099009901,0.0054005400540054005,0.0387038703870387,0.0306030603060306,0.009000900090009001,0.0072007200720072,0.008100810081008101,0.010801080108010801,0.020702070207020702,0.0144014401440144,0.025202520252025202,0.004500450045004501,0.011701170117011701,0.022502250225022502,0.018901890189018902,0.0153015301530153,0.023402340234023402,0.008100810081008101,0.020702070207020702,0.0423042304230423,0.0027002700270027003,0.008100810081008101,0.0027002700270027003,0.0018001800180018,0.010801080108010801,0.009900990099009901,0.0063006300630063005,0.05490549054905491,0.021602160216021602,0.0063006300630063005,0.021602160216021602,0.012601260126012601,0.0036003600360036,0.0027002700270027003,0.0153015301530153,0.018901890189018902,0.012601260126012601,0.0063006300630063005,0.05130513051305131,0.0036003600360036,0.027002700270027002,0.046804680468046804,0.013501350135013501,0.0054005400540054005,0.0027002700270027003,0.0153015301530153,0.0036003600360036,0.0072007200720072,0.0036003600360036,0.004500450045004501,0.012601260126012601
