Image,"(1, 'R=000-063', 'G=000-063', 'B=000-063')","(2, 'R=064-127', 'G=000-063', 'B=000-063')","(3, 'R=128-191', 'G=000-063', 'B=000-063')","(4, 'R=192-255', 'G=000-063', 'B=000-063')","(5, 'R=000-063', 'G=064-127', 'B=000-063')","(6, 'R=064-127', 'G=064-127', 'B=000-063')","(7, 'R=128-191', 'G=064-127', 'B=000-063')","(8, 'R=192-255', 'G=064-127', 'B=000-063')","(9, 'R=000-063', 'G=128-191', 'B=000-063')","(10, 'R=064-127', 'G=128-191', 'B=000-063')","(11, 'R=128-191', 'G=128-191', 'B=000-063')","(12, 'R=192-255', 'G=128-191', 'B=000-063')","(13, 'R=000-063', 'G=192-255', 'B=000-063')","(14, 'R=064-127', 'G=192-255', 'B=000-063')","(15, 'R=128-191', 'G=192-255', 'B=000-063')","(16, 'R=192-255', 'G=192-255', 'B=000-063')","(17, 'R=000-063', 'G=000-063', 'B=064-127')","(18, 'R=064-127', 'G=000-063', 'B=064-127')","(19, 'R=128-191', 'G=000-063', 'B=064-127')","(20, 'R=192-255', 'G=000-063', 'B=064-127')","(21, 'R=000-063', 'G=064-127', 'B=064-127')","(22, 'R=064-127', 'G=064-127', 'B=064-127')","(23, 'R=128-191', 'G=064-127', 'B=064-127')","(24, 'R=192-255', 'G=064-127', 'B=064-127')","(25, 'R=000-063', 'G=128-191', 'B=064-127')","(26, 'R=064-127', 'G=128-191', 'B=064-127')","(27, 'R=128-191', 'G=128-191', 'B=064-127')","(28, 'R=192-255', 'G=128-191', 'B=064-127')","(29, 'R=000-063', 'G=192-255', 'B=064-127')","(30, 'R=064-127', 'G=192-255', 'B=064-127')","(31, 'R=128-191', 'G=192-255', 'B=064-127')","(32, 'R=192-255', 'G=192-255', 'B=064-127')","(33, 'R=000-063', 'G=000-063', 'B=128-191')","(34, 'R=064-127', 'G=000-063', 'B=128-191')","(35, 'R=128-191', 'G=000-063', 'B=128-191')","(36, 'R=192-255', 'G=000-063', 'B=128-191')","(37, 'R=000-063', 'G=064-127', 'B=128-191')","(38, 'R=064-127', 'G=064-127', 'B=128-191')","(39, 'R=128-191', 'G=064-127', 'B=128-191')","(40, 'R=192-255', 'G=064-127', 'B=128-191')","(41, 'R=000-063', 'G=128-191', 'B=128-191')","(42, 'R=064-127', 'G=128-191', 'B=128-191')","(43, 'R=128-191', 'G=128-191', 'B=128-191')","(44, 'R=192-255', 'G=128-191', 'B=128-191')","(45, 'R=000-063', 'G=192-255', 'B=128-191')","(46, 'R=064-127', 'G=192-255', 'B=128-191')","(47, 'R=128-191', 'G=192-255', 'B=128-191')","(48, 'R=192-255', 'G=192-255', 'B=128-191')","(49, 'R=000-063', 'G=000-063', 'B=192-255')","(50, 'R=064-127', 'G=000-063', 'B=192-255')","(51, 'R=128-191', 'G=000-063', 'B=192-255')","(52, 'R=192-255', 'G=000-063', 'B=192-255')","(53, 'R=000-063', 'G=064-127', 'B=192-255')","(54, 'R=064-127', 'G=064-127', 'B=192-255')","(55, 'R=128-191', 'G=064-127', 'B=192-255')","(56, 'R=192-255', 'G=064-127', 'B=192-255')","(57, 'R=000-063', 'G=128-191', 'B=192-255')","(58, 'R=064-127', 'G=128-191', 'B=192-255')","(59, 'R=128-191', 'G=128-191', 'B=192-255')","(60, 'R=192-255', 'G=128-191', 'B=192-255')","(61, 'R=000-063', 'G=192-255', 'B=192-255')","(62, 'R=064-127', 'G=192-255', 'B=192-255')","(63, 'R=128-191', 'G=192-255', 'B=192-255')","(64, 'R=192-255', 'G=192-255', 'B=192-255')"
2086late13,0.17665907740592957,0.05997081100940704,0.0,0.0,0.0027164758648723364,0.4034968316555023,0.017316531389951706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005048317834734917,0.0006170166307128966,0.0,0.0,2.4039609343162738e-05,0.5541210174560547,0.3060963451862335,0.0,0.0,0.0020193271338939667,0.6321055293083191,8.013202750589699e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007211882621049881,8.01320311438758e-06,0.0,0.0,0.00125005969312042,0.04199719801545143,0.002259723376482725,0.0,0.0,0.0,0.00012019804853480309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2095late7,0.039765506982803345,0.006781462114304304,0.0,0.0,0.0014044063864275813,0.19463381171226501,0.020897045731544495,0.0,0.0,0.0,4.551316669676453e-05,0.0,0.0,0.0,0.0,0.0,6.501881216536276e-06,0.0002210639650002122,0.0,0.0,0.0,0.21834617853164673,0.17200076580047607,0.0,0.0,0.015467975288629532,0.9136638641357422,0.00014304138312581927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.752821642905474e-05,3.9011287299217656e-05,0.0,0.0,6.501881216536276e-06,0.21826815605163574,0.007815261371433735,0.0,0.0,0.0012678668135777116,0.008231381885707378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.802257459843531e-05
2034ready5,0.0444074384868145,2.8929927793797106e-05,0.0,0.0,0.006263329181820154,0.08463450521230698,0.00010848722740774974,0.0,0.0,0.0661989077925682,0.0027049481868743896,0.0,0.0,0.0,0.0,0.0,1.4464963896898553e-05,0.0,0.0,0.0,2.169744584534783e-05,0.08175597339868546,0.0007666430901736021,0.0,0.0,0.2277219295501709,0.9539209604263306,0.0,0.0,0.0,0.0007955729961395264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13172519207000732,0.0,0.0,0.0,0.023874422535300255,0.002603693399578333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017357956676278263
2086late12,0.047142598778009415,0.001610242878086865,0.0,0.0,0.00019541782967280596,0.03811429440975189,0.0008520217379555106,0.0,0.0,0.00279056653380394,0.00010161726822843775,0.0,0.0,0.0,0.0,0.0,0.0006097036530263722,0.00016415097343269736,0.0,0.0,4.69002770842053e-05,0.15555259585380554,0.07374287396669388,0.0,0.0,0.047142598778009415,0.9779489636421204,0.0072851767763495445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.598384738434106e-05,7.816713332431391e-05,0.0,0.0,0.0,0.08900891244411469,0.008840702474117279,0.0,0.0,0.0018369276076555252,0.003830189350992441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81671315053245e-06,0.0,0.0,0.0,0.0,0.0004299192223697901
2147disease5,0.014613211154937744,0.0003168680996168405,0.0,0.0,3.727859802893363e-05,0.00105001381598413,0.00015532749239355326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2426199646142777e-05,6.2130998230713885e-06,0.0,0.0,0.0,0.030046550557017326,0.020702049136161804,0.0,0.0,0.0003789991023950279,0.9936237931251526,0.027474327012896538,0.0,0.0,4.349169830675237e-05,3.106549775111489e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09811726957559586,0.0264305267482996,0.0,0.0,0.006039132829755545,0.006971098016947508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091late18,0.05392063409090042,0.00410061702132225,0.0,0.0,2.2076001187087968e-05,0.07069287449121475,0.01593887247145176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006291660247370601,0.000816812040284276,0.0,0.0,4.9671001761453226e-05,0.14401279389858246,0.24066153168678284,0.0,0.0,0.00014901300892233849,0.9524911642074585,0.0010706860339269042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4152002374175936e-05,3.3114003599621356e-05,0.0,0.0,0.0,0.07089708000421524,0.029968172311782837,0.0,0.0,5.519000296771992e-06,0.0007174700149334967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7595000574365258e-05
2147disease14,0.04521947354078293,0.018313836306333542,0.0,0.0,0.0005601173033937812,0.2199060618877411,8.001676178537309e-05,0.0,0.0,1.0002095223171636e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00046009637298993766,0.00010002095223171636,0.0,0.0,0.00015003142470959574,0.8517284393310547,0.14529043436050415,0.0,0.0,0.11564422398805618,0.4333907961845398,0.0004901026841253042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001330278697423637,0.00035007332917302847,0.0,0.0,0.0008501780685037374,0.038518067449331284,0.004390919581055641,0.0,0.0,0.0,0.001760368701070547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2147disease7,0.03791635483503342,0.024329721927642822,0.0,0.0,4.3523650674615055e-05,0.49973130226135254,0.07233630865812302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006383468862622976,0.000986536149866879,0.0,0.0,6.528547964990139e-05,0.6233022212982178,0.4936380088329315,0.0,0.0,0.01868615485727787,0.3323248326778412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003975159954279661,0.004018683917820454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2147disease6,0.0393221415579319,0.004668350797146559,0.0,0.0,0.0007928677368909121,0.03373105451464653,0.0002802377275656909,0.0,0.0,0.00030074294772930443,0.00023239226720761508,0.0,0.0,0.0,0.0,0.0,0.0007176820072345436,0.0007997028296813369,0.0,0.0,0.0003827637410722673,0.2669161856174469,0.055883508175611496,0.0,0.0,0.06053135171532631,0.9562053680419922,0.00042377415229566395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07020296901464462,0.0018523031612858176,0.0,0.0,0.0,4.784546763403341e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2147disease15,0.04730136692523956,0.0014743015635758638,0.0,0.0,0.00355688133276999,0.2818596363067627,0.0,0.0,0.0,0.0008763330988585949,0.0,0.0,0.0,0.0,0.0,0.0,0.00010309800563845783,0.0,0.0,0.0,5.154900281922892e-05,0.36694642901420593,0.0005154900718480349,0.0,0.0,0.41951611638069153,0.7790704369544983,0.0003505332279019058,0.0,0.0,0.0,3.0929404601920396e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022619703784585,0.0021444386802613735,0.0,0.0,0.004917774815112352,0.012629506178200245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002763026626780629
2059ready18,0.11894752830266953,3.953386840294115e-05,0.0,0.0,0.03939549997448921,0.6198713183403015,0.0,0.0,0.0,0.015428092330694199,3.953386840294115e-05,0.0,0.0,0.0,0.0,0.0,0.00011860160157084465,9.883467100735288e-06,0.0,0.0,0.00020755280274897814,0.4698501527309418,0.0005139402928762138,0.0,0.0,0.2546277642250061,0.5444802045822144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13279426097869873,0.0,0.0,0.0,0.007768405135720968,0.006098099052906036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005969614256173372
2090late2,0.26049837470054626,0.1681600958108902,0.0,0.0,9.755763312568888e-05,0.4199173152446747,0.00014633644605055451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011609358480200171,0.001960908295586705,0.0,0.0,9.755763130669948e-06,0.8477367758750916,0.07921679317951202,0.0,0.0,0.0001853595022112131,0.04671059548854828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002936484757810831,0.0008975302334874868,0.0,0.0,0.00043900933815166354,0.02005784958600998,0.0003121844201814383,0.0,0.0,0.0,5.853457696503028e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.853457696503028e-05
2043ready9,0.07052377611398697,0.00046605279203504324,0.0,0.0,0.016270235180854797,0.2591170370578766,0.0,0.0,0.0,0.0503753125667572,0.0,0.0,0.0,0.0,0.0,0.0,8.322371286340058e-05,8.322371286340058e-06,0.0,0.0,8.322371286340058e-05,0.20031948387622833,0.0009737174259498715,0.0,0.0,0.7167392373085022,0.606309711933136,0.0,0.0,0.0,8.322371286340058e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06019571051001549,0.0,0.0,0.0,0.001731053227558732,0.00017476979701314121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.328948514536023e-05
2038ready15,0.1286403089761734,0.0007329931831918657,0.0,0.0,0.057094935327768326,0.7081150412559509,0.0,0.0,0.0,0.0035515266936272383,0.0,0.0,0.0,0.0,0.0,0.0,0.0002879616222344339,1.7452219253755175e-05,0.0,0.0,0.00024433108046650887,0.5317080616950989,0.003054138273000717,0.0,0.0,0.1419999748468399,0.4182424247264862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.363054904388264e-05,0.0,0.0,0.0,3.490443850751035e-05,0.030628643929958344,4.363054904388264e-05,0.0,0.0,0.00024433108046650887,0.0001396177540300414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.363054904388264e-05
2028ready4,0.06246335804462433,0.0047963811084628105,0.0,0.0,0.014315541833639145,0.5012402534484863,0.0012512298999354243,0.0,0.0,0.20412221550941467,0.2628318965435028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07538046687841415,0.0033856809604912996,0.0,0.0,0.13623686134815216,0.7786698341369629,0.0,0.0,0.0,0.01002210658043623,0.0038518253713846207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03558645024895668,0.0002576061524450779,0.0,0.0,0.02322135493159294,0.03694808483123779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003680087858811021
2036ready18,0.10909563302993774,0.00022836732387077063,0.0,0.0,0.01988622546195984,0.5970252752304077,0.0,0.0,0.0,0.027011286467313766,0.0,0.0,0.0,0.0,0.0,0.0,9.134692845691461e-06,0.0,0.0,0.0,9.134692845691461e-06,0.46249863505363464,0.0005572162917815149,0.0,0.0,0.623917818069458,0.16537447273731232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025303098373115063,0.0,0.0,0.0,0.0002557713887654245,0.00011875100608449429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.307754276553169e-05
2100late6,0.02862977236509323,0.001517814351245761,0.0,0.0,0.000638746889308095,0.22029809653759003,0.0038198328111320734,0.0,0.0,0.004547118674963713,0.003636430250480771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23027773201465607,0.0721278041601181,0.0,0.0,0.022305546328425407,0.9429042339324951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052921127527952194,0.00043004739563912153,0.0,0.0,0.0009423097362741828,0.0002782659721560776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2031ready1,0.060517456382513046,0.005343274679034948,0.0,0.0,0.01288226805627346,0.3189956843852997,4.3265383283142e-05,0.0,0.0,0.11405836790800095,0.010188997723162174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13042350113391876,0.0016440845793113112,0.0,0.0,0.5682691931724548,0.7352843880653381,0.0,0.0,0.0,0.0009518384467810392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025212902575731277,0.0,0.0,0.0,0.0068467468954622746,0.0014710230752825737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004542865208350122
2083late16,0.39927199482917786,0.07577721029520035,0.0,0.0,0.0674864873290062,0.7886872887611389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002855693455785513,0.00044217187678441405,0.0,0.0,9.211914402840193e-06,0.4559621214866638,0.0036663420032709837,0.0,0.0,0.010068622417747974,0.015337837859988213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024227334652096033,9.211914402840193e-06,0.0,0.0,9.211914402840193e-06,9.211914402840193e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.211914402840193e-06
2098late18,0.1823989450931549,0.0389922596514225,0.0,0.0,0.0071408418007195,0.41459551453590393,0.0,0.0,0.0,0.0002760958159342408,1.2549809980555438e-05,0.0,0.0,0.0,0.0,0.0,7.529885624535382e-05,1.2549809980555438e-05,0.0,0.0,0.00011294829164398834,0.7310138940811157,0.013076902367174625,0.0,0.0,0.1753333956003189,0.47744497656822205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021334676421247423,0.0,0.0,0.0,0.0,0.004668529145419598,0.0,0.0,0.0,2.5099619961110875e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2148disease13,0.03732135146856308,0.006472204811871052,0.0,0.0,0.00021234268206171691,0.14985448122024536,0.008977849036455154,0.0,0.0,0.005045262165367603,0.0003227608685847372,0.0,0.0,0.0,0.0,0.0,0.00019535527098923922,8.493706991430372e-05,0.0,0.0,5.945595330558717e-05,0.5701655745506287,0.12412703782320023,0.0,0.0,0.14278770983219147,0.7842919230461121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002029996132478118,8.493707355228253e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2148disease12,0.0404307022690773,0.009128067642450333,0.0,0.0,0.0,0.15550890564918518,0.03179580345749855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014346667740028352,0.0003048666985705495,0.0,0.0,4.48333375970833e-05,0.335703045129776,0.3887408971786499,0.0,0.0,0.0,0.8376032710075378,0.07572350651025772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03505070134997368,0.026900002732872963,0.0,0.0,0.0,0.002546533476561308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48333375970833e-05
2049ready16,0.054573386907577515,0.0003492188989184797,0.0,0.0,0.0072224815376102924,0.24599295854568481,0.0,0.0,0.0,0.10486090928316116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24142135679721832,0.0007143113762140274,0.0,0.0,0.8682692646980286,0.33609142899513245,0.0,0.0,0.0,0.0003650924772955477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017810164019465446,0.0,0.0,0.0,0.003127096453681588,0.0005397018976509571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.762075695907697e-05
2148disease11,0.11543808877468109,0.040040262043476105,0.0,0.0,0.03624231740832329,0.8541814684867859,0.0011652783723548055,0.0,0.0,0.0009710653102956712,0.0001294753747060895,0.0,0.0,0.0,0.0,0.0,0.0009386964957229793,0.00042079496779479086,0.0,0.0,0.0021579230669885874,0.23948629200458527,0.03808734193444252,0.0,0.0,0.02838747762143612,0.4353286027908325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0707259252667427,0.0,0.0,0.0,4.315845944802277e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024ready2,0.06638400256633759,0.00031362520530819893,0.0,0.0,0.04552045837044716,0.4821465015411377,0.0,0.0,0.0,0.38946276903152466,0.014322218485176563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06239648535847664,0.0,0.0,0.0,0.31402844190597534,0.7117201685905457,0.0,0.0,0.0,0.0038829788099974394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005480973981320858,0.0,0.0,0.0,0.00831853598356247,0.0014635843690484762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029869069112464786
2071ready8,0.03609425202012062,0.0003161120694130659,0.0,0.0,0.0009627049439586699,0.25574901700019836,0.0003879557189065963,0.0,0.0,0.06695828586816788,0.011178872548043728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1809166818857193,0.0010776547715067863,0.0,0.0,0.35620081424713135,0.8758459687232971,0.0,0.0,0.0,0.0016667727613821626,7.184364949353039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041439417749643326,0.0,0.0,0.0,0.01445494219660759,0.005747491959482431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009483362082391977
2073late3,0.10649870336055756,0.1123172789812088,0.0,0.0,0.0005332384607754648,0.3338072896003723,0.0006116559379734099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005959724076092243,0.0017016581259667873,0.0,0.0,3.920871313312091e-05,0.719573974609375,0.4362988770008087,0.0,0.0,0.00018820181139744818,0.3844963014125824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09290112555027008,0.0005175549886189401,0.0,0.0,0.0,3.920871313312091e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7050452849362046e-05
2058ready4,0.14754782617092133,0.017182661220431328,0.0,0.0,0.026975061744451523,0.44869786500930786,0.0,0.0,0.0,0.011973937042057514,0.0,0.0,0.0,0.0,0.0,0.0,0.0007108376594260335,0.0005515119410119951,0.0,0.0,0.0001715815014904365,0.2911738157272339,0.005049398168921471,0.0,0.0,0.8103548884391785,0.1819499284029007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.804657020140439e-05,0.03381381183862686,0.00018383731367066503,0.0,0.0,0.0009191865683533251,3.676746564451605e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100late17,0.02561228722333908,0.00046100604231469333,0.0,0.0,0.000309856521198526,0.06819866597652435,0.011744318529963493,0.0,0.0,0.0005214658449403942,0.012961071915924549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12800852954387665,0.011366444639861584,0.0,0.0,0.04952414333820343,0.9875732064247131,0.005139084067195654,0.0,0.0,0.0,7.557476055808365e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009439287707209587,0.0009975868742913008,0.0,0.0,3.778738027904183e-05,0.001058046706020832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2033ready9,0.0527331680059433,9.727373253554106e-05,0.0,0.0,0.003912565764039755,0.09126437455415726,0.0,0.0,0.0,0.048161305487155914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.161638440156821e-05,0.0,0.0,1.0808192200784106e-05,0.1048070415854454,0.00038909493014216423,0.0,0.0,0.294177383184433,0.9380429983139038,0.0,0.0,0.0,0.0011348602129146457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0808192200784106e-05,0.0,0.0,0.0,0.0812019482254982,0.0,0.0,0.0,0.05004192888736725,0.002507500583305955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.242457751184702e-05
2100late15,0.027073590084910393,0.0013633286580443382,0.0,0.0,0.00036106418701820076,0.0800006240606308,0.009947940707206726,0.0,0.0,0.0004108661669306457,0.009275614283978939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25166797637939453,0.019640646874904633,0.0,0.0,0.10168937593698502,0.9583951234817505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009761183522641659,4.3576714233495295e-05,0.0,0.0,0.00011827964772237465,4.3576714233495295e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2066ready3,0.03413783386349678,0.0002839476219378412,0.0,0.0,0.000989236868917942,0.02337530255317688,0.0,0.0,0.0,0.0036730000283569098,0.0006961296894587576,0.0,0.0,0.0,0.0,0.0,9.159601177088916e-06,0.0,0.0,0.0,0.0,0.07853441685438156,0.00042134165414609015,0.0,0.0,0.09084492176771164,0.9894567728042603,0.0,0.0,0.0,0.0637691468000412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.159601177088916e-06,0.0,0.0,0.0,0.01261277124285698,0.00014655361883342266,0.0,0.0,0.024364538490772247,0.0029493914917111397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2148disease17,0.02729947306215763,0.0035320688039064407,0.0,0.0,3.4181310184067115e-05,0.06780432909727097,0.06590157002210617,0.0,0.0,0.0,0.00077477638842538,0.0,0.0,0.0,0.0,0.0,9.115016291616485e-05,0.00012533146946225315,0.0,0.0,1.1393770364520606e-05,0.37565261125564575,0.43801072239875793,0.0,0.0,0.004278360866010189,0.8107464909553528,0.0007519888458773494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7090655092033558e-05,0.0,0.0,0.0,0.0,0.0010482268407940865,0.0017489437013864517,0.0,0.0,0.0,0.00021078475401736796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
