Image,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
2098late4,0.33951708674430847,0.2915472984313965,0.16235777735710144,0.06438824534416199,0.5878028273582458,0.037344589829444885,0.11146831512451172,0.07570311427116394,0.987605094909668,0.039118651300668716,0.43550118803977966,0.6771746873855591,0.06076179817318916,0.1363256722688675,0.1388390213251114,0.07960120588541031,0.31708791851997375,0.3200041353702545,0.11622724682092667,0.2717929184436798,0.06681746989488602,0.5374680757522583,0.3362616002559662,0.2868574857711792,0.014866586774587631,0.5988441109657288,0.2388748675584793,0.3352455496788025,0.46128201484680176,0.1299947053194046,0.5280314087867737,0.3318142294883728,0.0769839957356453,0.029401663690805435,0.5945959687232971,0.07581474632024765,0.40587350726127625,0.30380722880363464,0.6531640887260437,0.6497704982757568,0.2851381301879883,0.5154935121536255,0.6519225835800171,0.522094190120697,0.26784563064575195,0.472993940114975,0.9366171360015869,0.6388471126556396,0.18832837045192719,0.4228536784648895,0.9596167802810669,0.5819337964057922,0.29992610216140747,0.33277279138565063,0.10870512574911118,0.3999209702014923,0.055544767528772354,0.1851169317960739,0.3708633482456207,0.5510029792785645,0.49457117915153503,0.8877626061439514,0.08164821565151215,0.720645546913147
2076late6,0.33852967619895935,0.3087146282196045,0.17933964729309082,0.0716913565993309,0.5915775895118713,0.05161886289715767,0.11470222473144531,0.09570573270320892,0.9859193563461304,0.053232450038194656,0.4530843198299408,0.6911340951919556,0.0833607017993927,0.13865339756011963,0.1721823811531067,0.0825788676738739,0.3112229108810425,0.33953407406806946,0.10382503271102905,0.279164582490921,0.07929398119449615,0.5504737496376038,0.3597429692745209,0.280979186296463,0.02635382115840912,0.6076375246047974,0.2755034267902374,0.3569153845310211,0.474845826625824,0.1655423939228058,0.5561501383781433,0.3435029983520508,0.09274996072053909,0.03705167770385742,0.6055309176445007,0.08580132573843002,0.4104516804218292,0.3103392422199249,0.6613590717315674,0.6681798100471497,0.32869306206703186,0.539537250995636,0.6653324365615845,0.5376177430152893,0.28067219257354736,0.473440945148468,0.9334111213684082,0.6615641713142395,0.22686007618904114,0.46024584770202637,0.9740301370620728,0.5881569385528564,0.3081052601337433,0.34728914499282837,0.11235427856445312,0.40480154752731323,0.07627250254154205,0.20687270164489746,0.3955972194671631,0.5934041142463684,0.5099579095840454,0.8883257508277893,0.09306012839078903,0.7534688711166382
2144disease7,0.3283085227012634,0.28589731454849243,0.17646241188049316,0.07536591589450836,0.5739508867263794,0.08609941601753235,0.21158607304096222,0.09023837000131607,0.993426501750946,0.08168935775756836,0.4246721863746643,0.6600852012634277,0.08317438513040543,0.14066362380981445,0.14622652530670166,0.09299416095018387,0.32752710580825806,0.33259156346321106,0.06700550019741058,0.26363813877105713,0.07198088616132736,0.5328742861747742,0.3259853720664978,0.2767871618270874,0.029255757108330727,0.5909422039985657,0.24137873947620392,0.3266059160232544,0.48551145195961,0.18405845761299133,0.5244883298873901,0.32226255536079407,0.12336239963769913,0.05397212505340576,0.6074650287628174,0.09414773434400558,0.41988420486450195,0.31326940655708313,0.6612513661384583,0.6390098929405212,0.30471310019493103,0.506756067276001,0.6350807547569275,0.5144888162612915,0.25634095072746277,0.47484302520751953,0.9381370544433594,0.6206023693084717,0.24240729212760925,0.416197270154953,0.9510945081710815,0.5697104334831238,0.2988927662372589,0.3155863285064697,0.12517111003398895,0.384493350982666,0.07359226047992706,0.19075708091259003,0.3871864080429077,0.5500132441520691,0.48640966415405273,0.8839271664619446,0.11428800970315933,0.6998750567436218
2076late5,0.3391684293746948,0.30335113406181335,0.17934493720531464,0.06981489807367325,0.5832006335258484,0.056444332003593445,0.12389639019966125,0.09404242038726807,0.999337911605835,0.05253733694553375,0.44439634680747986,0.6880316138267517,0.07836204767227173,0.14795254170894623,0.15869741141796112,0.0839577242732048,0.3080539107322693,0.3431580662727356,0.09901617467403412,0.2777423560619354,0.07895246893167496,0.535995602607727,0.3524594306945801,0.2800126075744629,0.026144985109567642,0.6054537296295166,0.26107218861579895,0.35976460576057434,0.49235999584198,0.1675524115562439,0.5426266193389893,0.33607763051986694,0.10500504076480865,0.04347021132707596,0.6113181114196777,0.08835631608963013,0.41809186339378357,0.31409886479377747,0.6644924879074097,0.6680650115013123,0.3272785246372223,0.5237229466438293,0.6504398584365845,0.5343445539474487,0.2789572775363922,0.47359827160835266,0.9391705393791199,0.6467870473861694,0.22315038740634918,0.44948092103004456,0.9732059836387634,0.5885376930236816,0.31215140223503113,0.33564674854278564,0.13186946511268616,0.396427184343338,0.07978414744138718,0.1982475221157074,0.3913094997406006,0.5671907067298889,0.5040976405143738,0.8857234716415405,0.09822321683168411,0.7417680025100708
2044ready5,0.3396809697151184,0.28019821643829346,0.1519545465707779,0.04428374394774437,0.5903409123420715,0.024951467290520668,0.16834399104118347,0.055666886270046234,0.9893302321434021,0.03748123347759247,0.43093782663345337,0.6596084237098694,0.04362056031823158,0.11821397393941879,0.11627116799354553,0.08098553121089935,0.3453860282897949,0.3052010238170624,0.07889392971992493,0.2761274576187134,0.05004981532692909,0.5390294194221497,0.32130512595176697,0.29964736104011536,0.013793015852570534,0.5916228890419006,0.22289417684078217,0.309346079826355,0.4181250035762787,0.12616951763629913,0.5181446671485901,0.319192498922348,0.05803288519382477,0.018686091527342796,0.5806171894073486,0.06531122326850891,0.4017450213432312,0.27888497710227966,0.6500504612922668,0.6328234076499939,0.27615129947662354,0.5147700905799866,0.6526962518692017,0.5041526556015015,0.25809553265571594,0.4762879014015198,0.9402971267700195,0.6372867822647095,0.17542625963687897,0.3969038426876068,0.9478487968444824,0.5854645371437073,0.19255398213863373,0.32292440533638,0.08874640613794327,0.4008128345012665,0.036966606974601746,0.17055413126945496,0.3559395968914032,0.5457057356834412,0.5060542821884155,0.884931206703186,0.07459190487861633,0.7109495401382446
2039ready13,0.34147003293037415,0.28612640500068665,0.16410304605960846,0.05047708377242088,0.5908318161964417,0.029984110966324806,0.18532882630825043,0.06537191569805145,0.9894719123840332,0.04177308827638626,0.4370599687099457,0.6651575565338135,0.054503876715898514,0.12500962615013123,0.13441890478134155,0.08363954722881317,0.3232908546924591,0.3135790228843689,0.0860077515244484,0.27989453077316284,0.05857033282518387,0.537090003490448,0.3250349462032318,0.297130286693573,0.016317030414938927,0.5963101983070374,0.24077969789505005,0.315456360578537,0.43466952443122864,0.14879709482192993,0.5276843905448914,0.3225265145301819,0.07332535088062286,0.02662777341902256,0.5822080373764038,0.07174009829759598,0.4061867296695709,0.2932257056236267,0.6532365679740906,0.6482676863670349,0.29016005992889404,0.5114179253578186,0.6539852619171143,0.5148690938949585,0.2651562988758087,0.4713256061077118,0.9392068982124329,0.6391063928604126,0.19706015288829803,0.41595152020454407,0.953789234161377,0.5857019424438477,0.20938165485858917,0.32635700702667236,0.10301997512578964,0.4036480486392975,0.04623899236321449,0.1807599663734436,0.36601853370666504,0.5486854314804077,0.5014334917068481,0.8840461373329163,0.08061056584119797,0.7152035236358643
2039ready12,0.3321833908557892,0.28950777649879456,0.16217805445194244,0.05474590137600899,0.5915899276733398,0.042999088764190674,0.1978345662355423,0.0706082433462143,0.9799085259437561,0.054480765014886856,0.4379349648952484,0.6617496013641357,0.06483938544988632,0.11595357209444046,0.13802093267440796,0.07815276086330414,0.3405041992664337,0.31530511379241943,0.07347449660301208,0.27252212166786194,0.05793706700205803,0.5486574172973633,0.3328910171985626,0.2850087881088257,0.026843348518013954,0.5924515128135681,0.24868066608905792,0.3263404071331024,0.443028062582016,0.16370686888694763,0.534462034702301,0.32218626141548157,0.07047125697135925,0.028482751920819283,0.5937585830688477,0.07863914966583252,0.40589797496795654,0.29714980721473694,0.655461847782135,0.6429769396781921,0.29990461468696594,0.5183705687522888,0.6554745435714722,0.5092206597328186,0.26168760657310486,0.47413066029548645,0.9361257553100586,0.6427286267280579,0.2187681794166565,0.4213411211967468,0.9508823156356812,0.5807495713233948,0.2065434604883194,0.33190882205963135,0.09632226824760437,0.3971162438392639,0.055556926876306534,0.18154633045196533,0.3830494284629822,0.5717942118644714,0.5146737098693848,0.8840469717979431,0.08732209354639053,0.7191753387451172
2038ready3,0.34048107266426086,0.28062009811401367,0.16427038609981537,0.0567709282040596,0.5886289477348328,0.03775348514318466,0.1892145872116089,0.06700131297111511,0.9901084303855896,0.047736335545778275,0.43787527084350586,0.664245069026947,0.05668965354561806,0.13197389245033264,0.13446789979934692,0.08478434383869171,0.3213508129119873,0.31038081645965576,0.08817027509212494,0.27731001377105713,0.05911268666386604,0.536546528339386,0.3317440152168274,0.2989537715911865,0.01519541535526514,0.5972682237625122,0.242808997631073,0.3152414858341217,0.43108150362968445,0.14946965873241425,0.5271495580673218,0.3168450593948364,0.08139418810606003,0.028244055807590485,0.5855305790901184,0.07851126044988632,0.40702059864997864,0.30031323432922363,0.6584393978118896,0.6472464799880981,0.2947542071342468,0.5122543573379517,0.6516380906105042,0.5223240852355957,0.2717893719673157,0.4659833014011383,0.9406710267066956,0.6418388485908508,0.20461691915988922,0.4140632748603821,0.9581038951873779,0.5842065215110779,0.208830326795578,0.3275001347064972,0.10627666860818863,0.40393051505088806,0.05222305655479431,0.18161380290985107,0.37183716893196106,0.5494564771652222,0.4986761212348938,0.8861451745033264,0.08767407387495041,0.7150699496269226
2063ready6,0.3413049876689911,0.2887306809425354,0.17010436952114105,0.052672773599624634,0.591654360294342,0.0335027351975441,0.185233011841774,0.06629137694835663,0.9932529926300049,0.04212690517306328,0.4371654689311981,0.6652839183807373,0.053092945367097855,0.12899178266525269,0.135466530919075,0.08648902922868729,0.34403738379478455,0.3247317373752594,0.08275767415761948,0.27695971727371216,0.05710066109895706,0.5439813137054443,0.3387329876422882,0.2988288104534149,0.017554709687829018,0.6020228862762451,0.24221928417682648,0.32138174772262573,0.4340932369232178,0.14736543595790863,0.5288088321685791,0.32268303632736206,0.07267958670854568,0.023464543744921684,0.5945224165916443,0.07380259037017822,0.4080522060394287,0.291250079870224,0.6621533036231995,0.6394200325012207,0.3046996593475342,0.5200170278549194,0.6538289189338684,0.5230526924133301,0.2734106183052063,0.4773322641849518,0.9447432160377502,0.6518782377243042,0.2007555216550827,0.4219239354133606,0.9570798873901367,0.586877703666687,0.20279699563980103,0.32948198914527893,0.10287477821111679,0.40036529302597046,0.050810556858778,0.18493151664733887,0.3736306428909302,0.5556182861328125,0.5045122504234314,0.8880075216293335,0.07989510148763657,0.7254672646522522
2144disease1,0.33014553785324097,0.28133082389831543,0.16445910930633545,0.06558597832918167,0.5775576233863831,0.04952540248632431,0.09955670684576035,0.07348497956991196,0.9850236177444458,0.035805538296699524,0.4202558994293213,0.6511270999908447,0.06832923740148544,0.136103093624115,0.12647084891796112,0.07647761702537537,0.30855897068977356,0.31735676527023315,0.09904653578996658,0.27426519989967346,0.06299912929534912,0.5316252708435059,0.322255939245224,0.2840239703655243,0.018559224903583527,0.586105227470398,0.22380271553993225,0.3364153206348419,0.4633569121360779,0.13131366670131683,0.5161210894584656,0.3244290053844452,0.07352056354284286,0.04317261651158333,0.5909088253974915,0.08002475649118423,0.41313451528549194,0.2916346788406372,0.6504697799682617,0.6297811269760132,0.2792550027370453,0.5032925605773926,0.6390676498413086,0.509207546710968,0.25289779901504517,0.4708041250705719,0.9367214441299438,0.6193933486938477,0.1890423446893692,0.3986024856567383,0.9405905604362488,0.5808640122413635,0.29939141869544983,0.315050333738327,0.11165013909339905,0.3925279974937439,0.06025158241391182,0.17639562487602234,0.36476272344589233,0.5469537973403931,0.49753138422966003,0.8839465975761414,0.08510672301054001,0.6943209171295166
