Image,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
1802late79,0.06827543675899506,0.15759171545505524,0.08255420625209808,0.06497178971767426,0.12083891779184341,0.09009858220815659,0.026833761483430862,0.17114637792110443,0.03494260832667351,0.2954014241695404,0.04958554729819298,0.06900587677955627,0.045974526554346085,0.1294766366481781,0.07951056212186813,0.06297707557678223,0.07071436196565628,0.10119277983903885,0.207086443901062,0.16732393205165863,0.028922071680426598,0.07033317536115646,0.08292927592992783,0.06221691146492958,0.12347839772701263,0.1985635906457901,0.07234686613082886,0.10918870568275452,0.14789915084838867,0.16945521533489227,0.09870818257331848,0.18052345514297485,0.16500040888786316,0.07549752295017242,0.07142551243305206,0.02121303230524063,0.3275305926799774,0.13975955545902252,0.15001006424427032,0.2787010073661804,0.17820969223976135,0.3101462721824646,0.10704073309898376,0.286720871925354,0.13090622425079346,0.1821196973323822,0.12394756823778152,0.09571947902441025,0.21585713326931,0.08410211652517319,0.08783575892448425,0.044480327516794205,0.0934806689620018,0.0933951586484909,0.23648014664649963,0.12430871278047562,0.058226507157087326,0.13787706196308136,0.33344343304634094,0.1226615458726883,0.11887328326702118,0.07177339494228363,0.0630040317773819,0.177626833319664,0.04895465075969696,0.05429365113377571,0.30909839272499084,0.23922762274742126,0.09428843855857849,0.05723591521382332,0.0843711718916893,0.04588576406240463,0.10256752371788025,0.03956614434719086,0.3000907301902771,0.1521136462688446,0.08733867853879929,0.1675170511007309,0.10362314432859421,0.08664517849683762,0.05963663011789322,0.16033892333507538,0.20448967814445496,0.15374942123889923,0.21461133658885956,0.14287243783473969,0.19748355448246002,0.053519513458013535,0.11421874165534973,0.08581165969371796,0.07907545566558838,0.01737731695175171,0.03136029094457626,0.12449108064174652,0.051622189581394196,0.05808856338262558,0.2620299160480499,0.30402082204818726,0.09393730759620667,0.2363317608833313,0.07445114850997925,0.12572544813156128,0.16233251988887787,0.15803629159927368,0.07271937280893326,0.07838238775730133,0.3782762289047241,0.21652503311634064,0.052201151847839355,0.13146637380123138,0.10688043385744095,0.05185116454958916,0.14131301641464233,0.04950295016169548,0.0707218274474144,0.09688696265220642,0.0631294772028923,0.044374044984579086,0.053138069808483124,0.18009810149669647,0.09352744370698929,0.18927498161792755,0.10505257546901703,0.17372539639472961,0.04370618984103203,0.05469140037894249,0.3083491623401642,0.07012086361646652
1802late92,0.049229469150304794,0.1561077982187271,0.08119070529937744,0.05590145289897919,0.11917431652545929,0.09126915782690048,0.021898968145251274,0.16127151250839233,0.026483822613954544,0.29470863938331604,0.04846931993961334,0.07891930639743805,0.05361400917172432,0.12421716749668121,0.07997695356607437,0.05819964036345482,0.06288276612758636,0.078538678586483,0.21355408430099487,0.16139140725135803,0.017423545941710472,0.07133235037326813,0.07847702503204346,0.05495399981737137,0.12893734872341156,0.18473052978515625,0.07293976098299026,0.10883714258670807,0.1465158313512802,0.16182594001293182,0.09094139188528061,0.16827984154224396,0.15846844017505646,0.08179835975170135,0.0683404803276062,0.023947296664118767,0.32330256700515747,0.136033296585083,0.14358507096767426,0.26577213406562805,0.17303593456745148,0.32129260897636414,0.10890603810548782,0.28457531332969666,0.12561972439289093,0.166237473487854,0.11360032111406326,0.08637131005525589,0.20604142546653748,0.0820484608411789,0.057647254317998886,0.03934554383158684,0.08378882706165314,0.06696558743715286,0.24252597987651825,0.1155625581741333,0.06367167085409164,0.12791569530963898,0.3340054452419281,0.12202516943216324,0.12042076140642166,0.06903650611639023,0.05437540262937546,0.17646552622318268,0.05017374828457832,0.04602741822600365,0.30457553267478943,0.23612141609191895,0.08793038129806519,0.047637153416872025,0.0657072439789772,0.04676864296197891,0.09398425370454788,0.03704939782619476,0.295985609292984,0.14927780628204346,0.07897218316793442,0.16582036018371582,0.08846673369407654,0.07444443553686142,0.05745430663228035,0.15314756333827972,0.19907626509666443,0.15991494059562683,0.20913861691951752,0.130281001329422,0.1877499520778656,0.05127739906311035,0.11440330743789673,0.06484299898147583,0.07583101838827133,0.015644412487745285,0.02162107825279236,0.11971535533666611,0.054486554116010666,0.05535861477255821,0.25622621178627014,0.3013489246368408,0.09264188259840012,0.23481906950473785,0.07201900333166122,0.1011851578950882,0.16236281394958496,0.14019542932510376,0.0775546282529831,0.07189169526100159,0.3804839253425598,0.207100048661232,0.04999391734600067,0.1352490335702896,0.10352299362421036,0.046452656388282776,0.12989376485347748,0.04978646710515022,0.06828111410140991,0.0928066298365593,0.06672649830579758,0.03592138737440109,0.04712298884987831,0.1708710640668869,0.09592293202877045,0.1877039670944214,0.10117122530937195,0.17472143471240997,0.034619834274053574,0.04779748246073723,0.3030872046947479,0.06709368526935577
1802late86,0.04855651035904884,0.16052564978599548,0.0855490118265152,0.06135554984211922,0.1224912479519844,0.08869827538728714,0.02623762935400009,0.15592500567436218,0.029371410608291626,0.29429957270622253,0.04864397644996643,0.07603554427623749,0.04006382077932358,0.12138506025075912,0.08008217066526413,0.06720332056283951,0.06764750182628632,0.08116577565670013,0.21789608895778656,0.16394904255867004,0.01808740757405758,0.07131541520357132,0.07981004565954208,0.06365747004747391,0.12743447721004486,0.1878722459077835,0.07773349434137344,0.10720252245664597,0.1527971625328064,0.16659927368164062,0.09428785741329193,0.1799975335597992,0.1602364033460617,0.08015421777963638,0.06868813186883926,0.025317389518022537,0.32184740900993347,0.1403675526380539,0.14656707644462585,0.2632485032081604,0.1807508021593094,0.3235630989074707,0.10275392234325409,0.2813534140586853,0.12489016354084015,0.18011383712291718,0.11877381056547165,0.08187815546989441,0.2031298130750656,0.08491585403680801,0.06893066316843033,0.046885401010513306,0.09008657932281494,0.07656100392341614,0.23852284252643585,0.11842335760593414,0.06569408625364304,0.12655548751354218,0.33183932304382324,0.13345147669315338,0.12362375855445862,0.06821997463703156,0.056330788880586624,0.1808665245771408,0.049952149391174316,0.03551601991057396,0.31488415598869324,0.23695538938045502,0.09423850476741791,0.052562613040208817,0.061839453876018524,0.049831144511699677,0.10033524036407471,0.03395428881049156,0.3063031733036041,0.1525963395833969,0.07692043483257294,0.17070706188678741,0.10558497160673141,0.08027022331953049,0.057844460010528564,0.1636050045490265,0.20350413024425507,0.16688723862171173,0.22029966115951538,0.13812361657619476,0.18621250987052917,0.05558318272233009,0.11950166523456573,0.06405499577522278,0.07894621789455414,0.018478015437722206,0.021170176565647125,0.12337031215429306,0.060798220336437225,0.06470230221748352,0.2534557580947876,0.3020912706851959,0.09558955579996109,0.23416994512081146,0.06753338128328323,0.10409402847290039,0.16574782133102417,0.1484294980764389,0.09308019280433655,0.07638534903526306,0.3760342001914978,0.2088184356689453,0.05194408819079399,0.14196999371051788,0.10906252264976501,0.049512866884469986,0.12866316735744476,0.04931211844086647,0.07493409514427185,0.0935407504439354,0.06716928631067276,0.04166092723608017,0.050918612629175186,0.18187981843948364,0.09209033846855164,0.18857061862945557,0.10815568268299103,0.1735435277223587,0.03804151341319084,0.04880639538168907,0.3076075613498688,0.07293141633272171
1802late87,0.05539565905928612,0.15830488502979279,0.08561001718044281,0.05951232090592384,0.13100942969322205,0.09528809785842896,0.02596636675298214,0.1540907770395279,0.034034617245197296,0.29960694909095764,0.048813559114933014,0.07251614332199097,0.03926898166537285,0.12280566990375519,0.08355852961540222,0.0681583434343338,0.06834441423416138,0.08851941674947739,0.21619540452957153,0.1757272630929947,0.01937379688024521,0.07098711282014847,0.07857058942317963,0.06403833627700806,0.13566870987415314,0.19430015981197357,0.08099387586116791,0.10514303296804428,0.14444135129451752,0.1651330590248108,0.10080378502607346,0.18135568499565125,0.16028526425361633,0.08499650657176971,0.06912120431661606,0.03014644794166088,0.326198935508728,0.1404726654291153,0.1545410305261612,0.26861217617988586,0.1887354999780655,0.3174879550933838,0.10791361331939697,0.2800173759460449,0.12854070961475372,0.18698610365390778,0.12135324627161026,0.0856819674372673,0.2022295445203781,0.08212991803884506,0.07548757642507553,0.04343846067786217,0.10181644558906555,0.08430743217468262,0.23897261917591095,0.11837892234325409,0.0700303465127945,0.13060353696346283,0.3369567394256592,0.13807816803455353,0.13309286534786224,0.07314702868461609,0.06229705363512039,0.18040281534194946,0.05090813338756561,0.04089599847793579,0.32209163904190063,0.23548610508441925,0.09875723719596863,0.059193480759859085,0.06483623385429382,0.0539574921131134,0.1075124442577362,0.039615340530872345,0.30792543292045593,0.14624163508415222,0.08101622760295868,0.17221364378929138,0.10507069528102875,0.08641031384468079,0.05836796388030052,0.16789554059505463,0.20325838029384613,0.16479869186878204,0.22519312798976898,0.1391811966896057,0.19378431141376495,0.05738675966858864,0.12974075973033905,0.06716480851173401,0.07715464383363724,0.020722517743706703,0.03737647086381912,0.12572847306728363,0.05983157083392143,0.06706634163856506,0.2584363520145416,0.2996208071708679,0.09802701324224472,0.23787036538124084,0.0669887512922287,0.11434055119752884,0.16747616231441498,0.15069115161895752,0.09631979465484619,0.07813036441802979,0.378851979970932,0.20776058733463287,0.05381566658616066,0.1367117315530777,0.1107054054737091,0.053829096257686615,0.12960292398929596,0.04589062184095383,0.08242528140544891,0.0939018502831459,0.07053263485431671,0.04390139505267143,0.054304640740156174,0.18206799030303955,0.10186716169118881,0.1885717362165451,0.1102861762046814,0.1743018925189972,0.039759449660778046,0.051313821226358414,0.31119465827941895,0.07489689439535141
1802late93,0.0616784505546093,0.15679290890693665,0.08485760539770126,0.061388835310935974,0.1267312467098236,0.09148604422807693,0.025798868387937546,0.1696566790342331,0.03177718445658684,0.3011167347431183,0.05156177282333374,0.08093515038490295,0.05547596141695976,0.1289578229188919,0.08517193049192429,0.06507567316293716,0.07312417030334473,0.08870075643062592,0.21414421498775482,0.1693316251039505,0.021143151447176933,0.07517069578170776,0.08071252703666687,0.0573405958712101,0.1288326233625412,0.1937715858221054,0.07616796344518661,0.11210289597511292,0.15210658311843872,0.16791129112243652,0.09955750405788422,0.18217457830905914,0.1657433658838272,0.08808360248804092,0.07096929848194122,0.02670661360025406,0.32597145438194275,0.14006350934505463,0.15150877833366394,0.2758963704109192,0.18357498943805695,0.32519465684890747,0.10941869765520096,0.2868725061416626,0.1315668225288391,0.18291746079921722,0.12019475549459457,0.08827380836009979,0.22011974453926086,0.08449342846870422,0.08015905320644379,0.04574761912226677,0.0919947475194931,0.08451178669929504,0.24018414318561554,0.12186766415834427,0.061565786600112915,0.13687165081501007,0.33544138073921204,0.12562794983386993,0.1303580105304718,0.07494363188743591,0.06086175516247749,0.17693841457366943,0.05308808758854866,0.053302790969610214,0.31936439871788025,0.24089419841766357,0.09553563594818115,0.057825967669487,0.0783819928765297,0.047488100826740265,0.10159062594175339,0.04233352839946747,0.29814043641090393,0.15172623097896576,0.08974113315343857,0.1691773384809494,0.09341073036193848,0.08615346997976303,0.06047029420733452,0.16553856432437897,0.20600201189517975,0.1579505205154419,0.21681272983551025,0.1365765631198883,0.2004261314868927,0.05786567181348801,0.11966891586780548,0.08328288793563843,0.07945311814546585,0.01857932098209858,0.026648802682757378,0.12624649703502655,0.0560043603181839,0.07196559011936188,0.26218968629837036,0.30083638429641724,0.09549237787723541,0.23647765815258026,0.07495122402906418,0.11357894539833069,0.16475136578083038,0.152528315782547,0.08351735770702362,0.0808103159070015,0.37920722365379333,0.2108137607574463,0.05471961945295334,0.13700705766677856,0.11151806265115738,0.05179218575358391,0.1389508843421936,0.052318207919597626,0.06972180306911469,0.09332679212093353,0.07305031269788742,0.04296234995126724,0.054623235017061234,0.17872342467308044,0.09956873953342438,0.18964697420597076,0.1076236143708229,0.17360466718673706,0.04132487624883652,0.050713296979665756,0.3144337236881256,0.06822963058948517
1802late85,0.0570487305521965,0.15449374914169312,0.08198528736829758,0.05912744998931885,0.12901772558689117,0.09399772435426712,0.02551223896443844,0.15902884304523468,0.03495205566287041,0.2988399863243103,0.05447405204176903,0.07482752203941345,0.03986938297748566,0.1278274953365326,0.07811678200960159,0.06965453177690506,0.0706501379609108,0.09300237894058228,0.21930474042892456,0.17144718766212463,0.02086561545729637,0.07305598258972168,0.07731520384550095,0.06011417880654335,0.13351909816265106,0.1922549605369568,0.07840797305107117,0.11359249800443649,0.15040874481201172,0.16299653053283691,0.09405172616243362,0.18441574275493622,0.16586562991142273,0.08340421319007874,0.07631751149892807,0.026723921298980713,0.32574063539505005,0.140811949968338,0.14791978895664215,0.26695501804351807,0.18267980217933655,0.3211098313331604,0.10534439235925674,0.28196606040000916,0.13011077046394348,0.18667903542518616,0.11854078620672226,0.09085587412118912,0.20813706517219543,0.08127131313085556,0.07978919893503189,0.04708000645041466,0.09930447489023209,0.08323170244693756,0.24044188857078552,0.12480491399765015,0.07159430533647537,0.13560959696769714,0.3340289890766144,0.13489900529384613,0.13090470433235168,0.07079202681779861,0.06066163256764412,0.1828966587781906,0.05073912814259529,0.04541287571191788,0.31468465924263,0.23552429676055908,0.09961380809545517,0.05850819870829582,0.0670648068189621,0.05161610245704651,0.10462886840105057,0.03342977166175842,0.30513015389442444,0.14886374771595,0.08014627546072006,0.17178207635879517,0.10794280469417572,0.0861709713935852,0.05776193365454674,0.16652464866638184,0.2007698118686676,0.1625063270330429,0.22085575759410858,0.13781362771987915,0.19436098635196686,0.0584549754858017,0.11728210747241974,0.07235787063837051,0.07678602635860443,0.01823783665895462,0.03265303745865822,0.12667915225028992,0.06427478045225143,0.07189963012933731,0.2584664523601532,0.3022584319114685,0.10194722563028336,0.2373897135257721,0.06869810819625854,0.10757206380367279,0.16678506135940552,0.15742869675159454,0.09047134965658188,0.08054479211568832,0.376600980758667,0.204999178647995,0.05305096507072449,0.13842053711414337,0.109468474984169,0.05124152451753616,0.13522396981716156,0.048583392053842545,0.0845247283577919,0.0926799327135086,0.0723491683602333,0.04106573760509491,0.057572536170482635,0.18378932774066925,0.09344247728586197,0.1894746720790863,0.1106051504611969,0.17702078819274902,0.03870135545730591,0.04981017857789993,0.31489431858062744,0.07000275701284409
1802late91,0.0688827857375145,0.15298393368721008,0.08837046474218369,0.05805898830294609,0.13375478982925415,0.09405287355184555,0.02615145966410637,0.16248098015785217,0.034039177000522614,0.30284973978996277,0.05262225493788719,0.07313118129968643,0.038722895085811615,0.1263231784105301,0.08184711635112762,0.06599876284599304,0.07094935327768326,0.08802769333124161,0.220147967338562,0.173335462808609,0.023909851908683777,0.07387648522853851,0.07631870359182358,0.06391231715679169,0.13674785196781158,0.19451813399791718,0.08079478144645691,0.10950586199760437,0.14821049571037292,0.16369692981243134,0.09955035895109177,0.187666654586792,0.1663019210100174,0.08762271702289581,0.07309184223413467,0.029393693432211876,0.32409799098968506,0.14072979986667633,0.15212206542491913,0.2757205665111542,0.1895662546157837,0.32628169655799866,0.11009583622217178,0.28532344102859497,0.13154001533985138,0.18830907344818115,0.12242267280817032,0.08694645017385483,0.20675316452980042,0.0828205943107605,0.08050727099180222,0.04477915167808533,0.09952162206172943,0.08514916896820068,0.2381226122379303,0.1261599063873291,0.07278242707252502,0.14120857417583466,0.3391777575016022,0.13783718645572662,0.12946394085884094,0.07290897518396378,0.06191055104136467,0.1841282844543457,0.05750710144639015,0.052093010395765305,0.3222905993461609,0.2392599880695343,0.10060905665159225,0.060997214168310165,0.06327494978904724,0.04776252806186676,0.10971463471651077,0.03678411617875099,0.30734506249427795,0.15312768518924713,0.085252545773983,0.1713511049747467,0.10740333795547485,0.09365878999233246,0.05877869576215744,0.16538040339946747,0.20571911334991455,0.16118773818016052,0.2222270369529724,0.1384698748588562,0.19834434986114502,0.05907474830746651,0.1184055432677269,0.07471786439418793,0.07659303396940231,0.018020737916231155,0.03928636759519577,0.12552288174629211,0.06066646799445152,0.08290363103151321,0.25839725136756897,0.30019834637641907,0.09629824757575989,0.23866720497608185,0.06751006096601486,0.10766774415969849,0.16773055493831635,0.1596609354019165,0.09319606423377991,0.0787273719906807,0.377761572599411,0.20881736278533936,0.05417279526591301,0.13942500948905945,0.11099854856729507,0.05522298440337181,0.13828285038471222,0.04771003872156143,0.09036434441804886,0.09377195686101913,0.07369542121887207,0.04213353991508484,0.05383214354515076,0.1827232986688614,0.10551939159631729,0.18908794224262238,0.11406468600034714,0.1758558303117752,0.037823550403118134,0.05142993852496147,0.3193788230419159,0.07225676625967026
1802late90,0.05474066734313965,0.1512395143508911,0.09019632637500763,0.057709235697984695,0.13105301558971405,0.0961269736289978,0.025483831763267517,0.17027711868286133,0.03606757894158363,0.299579381942749,0.05252638831734657,0.08313468098640442,0.054158490151166916,0.13213273882865906,0.08934102207422256,0.0653684213757515,0.0737452507019043,0.0927581712603569,0.22821193933486938,0.15961071848869324,0.019552307203412056,0.0747353658080101,0.07633138447999954,0.05619185045361519,0.1344943791627884,0.19186460971832275,0.07843327522277832,0.11691596359014511,0.15708453953266144,0.16415981948375702,0.092884860932827,0.18311162292957306,0.1714620739221573,0.08798379451036453,0.07726562768220901,0.027554359287023544,0.3212493360042572,0.13874931633472443,0.1518983691930771,0.27069389820098877,0.1799963414669037,0.33918190002441406,0.10938800871372223,0.2896035611629486,0.1364627182483673,0.17891070246696472,0.12254053354263306,0.08875927329063416,0.20812539756298065,0.08333339542150497,0.0696273222565651,0.04457411915063858,0.09020618349313736,0.0801033228635788,0.24095581471920013,0.12633061408996582,0.0757303461432457,0.14055049419403076,0.33339330554008484,0.13252215087413788,0.12688328325748444,0.07555955648422241,0.060569021850824356,0.18462736904621124,0.05171869322657585,0.051899466663599014,0.32238465547561646,0.2413390725851059,0.09363584220409393,0.05696646869182587,0.07169203460216522,0.04956275224685669,0.10211478173732758,0.03630487993359566,0.29767492413520813,0.14986839890480042,0.08512022346258163,0.17111733555793762,0.10018851608037949,0.08761459589004517,0.06222977861762047,0.16034090518951416,0.20479434728622437,0.16314777731895447,0.2189321219921112,0.13787706196308136,0.19430218636989594,0.05020466446876526,0.11502338200807571,0.07593609392642975,0.07855257391929626,0.022504182532429695,0.031115883961319923,0.12794986367225647,0.06157730892300606,0.07638145983219147,0.2640506327152252,0.30195870995521545,0.09479045122861862,0.24005235731601715,0.07274428755044937,0.11096982657909393,0.1680820733308792,0.15402641892433167,0.08856455236673355,0.0815010517835617,0.3780900537967682,0.2064860612154007,0.05203545466065407,0.13830070197582245,0.11123441159725189,0.05199927091598511,0.13703247904777527,0.05269790440797806,0.07192888110876083,0.09285147488117218,0.07370371371507645,0.042500291019678116,0.05460595712065697,0.17710843682289124,0.10180015116930008,0.189354807138443,0.11617304384708405,0.1799115389585495,0.03470531478524208,0.05216743424534798,0.31756895780563354,0.069366954267025
1802late84,0.04740681126713753,0.15335224568843842,0.08114369213581085,0.05389392375946045,0.12019085884094238,0.0894264355301857,0.022385502234101295,0.16798099875450134,0.03214171528816223,0.2973828613758087,0.050377000123262405,0.07619787007570267,0.053851138800382614,0.12659457325935364,0.0803082138299942,0.06368901580572128,0.0657617524266243,0.08131148666143417,0.21348480880260468,0.1577553004026413,0.0184582881629467,0.06992627680301666,0.07822810113430023,0.05568787083029747,0.12736156582832336,0.18741117417812347,0.07186537981033325,0.11082518100738525,0.14802414178848267,0.1629837453365326,0.08584767580032349,0.17003290355205536,0.16490325331687927,0.08202797174453735,0.07303653657436371,0.022584909573197365,0.32445868849754333,0.13816304504871368,0.1462937593460083,0.26909932494163513,0.173129603266716,0.32545167207717896,0.10621818155050278,0.28691375255584717,0.13137485086917877,0.1689661145210266,0.1143392026424408,0.08708645403385162,0.2079630345106125,0.08492770791053772,0.06253381073474884,0.04069498926401138,0.08335483819246292,0.07340370863676071,0.241136372089386,0.1181429848074913,0.06041726842522621,0.1323290318250656,0.3298322558403015,0.12199156731367111,0.12038715183734894,0.07240593433380127,0.05533101037144661,0.17896759510040283,0.046925872564315796,0.04247479513287544,0.30678558349609375,0.2373608648777008,0.09009049087762833,0.05231540650129318,0.06665535271167755,0.04906487092375755,0.09574519097805023,0.032835230231285095,0.29271453619003296,0.14881405234336853,0.07741104066371918,0.1686815321445465,0.0874590128660202,0.07790616899728775,0.059343356639146805,0.15705765783786774,0.20354525744915009,0.16150155663490295,0.21104541420936584,0.1352846473455429,0.18944580852985382,0.04935595393180847,0.11204657703638077,0.07138381898403168,0.07754881680011749,0.01952253468334675,0.02418939583003521,0.12326900660991669,0.05679240822792053,0.05749473348259926,0.2595028281211853,0.30036696791648865,0.08837908506393433,0.23946170508861542,0.07920172810554504,0.10681694746017456,0.1627899408340454,0.13951937854290009,0.08095450699329376,0.07368234544992447,0.37800532579421997,0.20816656947135925,0.05264144763350487,0.13684742152690887,0.10566939413547516,0.047403786331415176,0.13133297860622406,0.04435931518673897,0.06735332310199738,0.09314484149217606,0.06355348974466324,0.03671235963702202,0.053811196237802505,0.1736832559108734,0.09842049330472946,0.18900232017040253,0.09947666525840759,0.17278963327407837,0.03618473932147026,0.04753771051764488,0.3088974952697754,0.0671841949224472
1802late80,0.06679417937994003,0.15700708329677582,0.08673513680696487,0.06383127719163895,0.1282118409872055,0.09265154600143433,0.02820446342229843,0.1640770137310028,0.035489484667778015,0.29955482482910156,0.0523899644613266,0.07590675354003906,0.04102148488163948,0.12957152724266052,0.08063917607069016,0.06408388912677765,0.07575242966413498,0.09218573570251465,0.2208631932735443,0.16976594924926758,0.021191352978348732,0.07149016857147217,0.0801590234041214,0.05938263237476349,0.1331937611103058,0.19622787833213806,0.07928759604692459,0.11479733139276505,0.153202623128891,0.16777169704437256,0.0967879369854927,0.1878606528043747,0.16848531365394592,0.08465033769607544,0.07142674922943115,0.0266305860131979,0.3211576044559479,0.144988551735878,0.15674909949302673,0.27681097388267517,0.18244343996047974,0.32666343450546265,0.107425257563591,0.28632721304893494,0.13316355645656586,0.18778567016124725,0.12179648131132126,0.08769429475069046,0.21131400763988495,0.08342500776052475,0.08022451400756836,0.04328848421573639,0.09516102820634842,0.09126655012369156,0.23745200037956238,0.12325546145439148,0.06911222636699677,0.14001357555389404,0.33753472566604614,0.1315721571445465,0.12339802831411362,0.07285864651203156,0.0635431557893753,0.18430711328983307,0.05459275841712952,0.05291319265961647,0.3217569589614868,0.2439872771501541,0.098180390894413,0.06336375325918198,0.07069136947393417,0.04876827076077461,0.10538162291049957,0.03628798946738243,0.30162882804870605,0.15206025540828705,0.08953247219324112,0.16971439123153687,0.09420722723007202,0.09115487337112427,0.05984850227832794,0.1668590009212494,0.20573566854000092,0.15849806368350983,0.21976639330387115,0.14167152345180511,0.19886654615402222,0.055567532777786255,0.11854458600282669,0.08063098043203354,0.08071063458919525,0.020949218422174454,0.03660993278026581,0.12724249064922333,0.055959414690732956,0.06927812099456787,0.26347678899765015,0.302416056394577,0.09390944987535477,0.23855774104595184,0.0750366598367691,0.11885765194892883,0.16822543740272522,0.15362514555454254,0.08683592826128006,0.08424290269613266,0.37600842118263245,0.21046008169651031,0.05375199764966965,0.1380089521408081,0.11300078779459,0.053590502589941025,0.1390349417924881,0.049099620431661606,0.0779745802283287,0.09289118647575378,0.0701923742890358,0.04279179498553276,0.05117112770676613,0.18209205567836761,0.09317614883184433,0.1893165558576584,0.11532183736562729,0.17595461010932922,0.03643516078591347,0.05538235232234001,0.31737643480300903,0.07047788053750992
